sample,site,moist_grav,temp,preinc_start,preinc_end,inc_start,inc_end,CO2,C13,flask_vol,dry_soil
46,maize,11,35,22/07/11 21:05,25/07/11 20:20,25/07/11 20:20,27/07/11 12:25,11490.5,-22.36,500,90
46,maize,11,5,27/07/11 12:25,02/08/11 00:00,02/08/11 00:00,11/10/11 16:49,11378.63,-21.36,500,90
46,maize,11,20,11/10/11 16:49,17/10/11 11:30,17/10/11 11:30,02/11/11 16:53,25676.96,-24.32,500,90
46,maize,11,35,02/11/11 16:53,10/11/11 00:00,10/11/11 00:00,16/11/11 17:18,33145.44,-24.86,500,90
47,maize,11,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,483,-18.73,500,90
47,maize,11,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,460.53,-19.24,500,90
47,maize,11,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,3854,-20.17,500,90
47,maize,11,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,5399.5,-25.51,500,90
47,maize,11,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,11862.5,-25.36,500,90
47,maize,11,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 21:05,3219,-24.57,500,90
47,maize,11,35,22/07/11 21:05,25/07/11 20:20,25/07/11 20:20,27/07/11 12:25,7395,-21.39,500,90
47,maize,11,5,27/07/11 12:25,02/08/11 00:00,02/08/11 00:00,11/10/11 16:26,9048.82,-20.83,500,90
47,maize,11,20,11/10/11 16:26,17/10/11 11:30,17/10/11 11:30,02/11/11 18:02,22146.85,-23.35,500,90
47,maize,11,35,02/11/11 18:02,10/11/11 00:00,10/11/11 00:00,16/11/11 17:26,35731.04,-24.87,500,90
48,maize,11,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,952.28,-18.3,500,90
48,maize,11,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,14/06/11 00:00,2525.5,-18.54,500,90
48,maize,11,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,5992.5,-26.05,500,90
48,maize,11,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 21:00,15043,-26.19,500,90
48,maize,11,20,19/07/11 21:00,19/07/11 21:00,19/07/11 21:00,22/07/11 21:05,4867,-25.78,500,90
48,maize,11,35,22/07/11 21:05,25/07/11 20:20,25/07/11 20:20,27/07/11 14:00,9258.5,-22.72,500,90
48,maize,11,5,27/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 16:17,8166.28,-20.79,500,90
48,maize,11,20,11/10/11 16:17,17/10/11 11:30,17/10/11 11:30,02/11/11 17:01,27620.52,-24.93,500,90
48,maize,11,35,02/11/11 17:01,10/11/11 00:00,10/11/11 00:00,16/11/11 17:09,34275.73,-24.01,500,90
49,maize,13,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,297,-18.98,500,90
49,maize,13,5,19/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1166.5,-18.57,500,90
49,maize,13,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,8812.5,-25.96,500,90
49,maize,13,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,21166,-26.34,500,90
49,maize,13,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 22:05,5996,-25.95,500,90
49,maize,13,35,22/07/11 22:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5432,-21.98,500,90
49,maize,13,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 15:26,14334.21,-21.76,500,90
49,maize,13,20,11/10/11 15:26,17/10/11 11:30,17/10/11 11:30,02/11/11 16:31,28177.98,-24.04,500,90
49,maize,13,35,02/11/11 16:31,10/11/11 00:00,10/11/11 00:00,16/11/11 16:29,29285.87,-23.6,500,90
50,maize,13,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,292,-20.01,500,90
50,maize,13,5,19/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1064.5,-20.46,500,90
50,maize,13,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,9845.5,-25.44,500,90
50,maize,13,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,22561,-26.26,500,90
50,maize,13,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 22:05,5994,-25.74,500,90
50,maize,13,35,22/07/11 22:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5589.5,-22.77,500,90
50,maize,13,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 15:33,16069.33,-22.4,500,90
50,maize,13,20,11/10/11 15:33,17/10/11 11:30,17/10/11 11:30,02/11/11 16:42,33564.87,-24.2,500,90
50,maize,13,35,02/11/11 16:42,10/11/11 00:00,10/11/11 00:00,16/11/11 16:18,35214.53,-22.14,500,90
51,maize,13,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1326,-20.65,500,90
51,maize,13,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,9044,-26.09,500,90
51,maize,13,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,24579,-27.26,500,90
51,maize,13,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 21:05,6918,-27.85,500,90
51,maize,13,35,22/07/11 21:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5812,-23.56,500,90
51,maize,13,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 15:49,14388.72,-22.12,500,90
51,maize,13,20,11/10/11 15:49,17/10/11 11:30,17/10/11 11:30,02/11/11 16:02,32533.3,-24.86,500,90
51,maize,13,35,02/11/11 16:02,10/11/11 00:00,10/11/11 00:00,16/11/11 16:40,38764.3,-25.44,500,90
52,maize,15,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,348,-18.67,500,90
52,maize,15,5,19/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1117,-19.41,500,90
52,maize,15,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,7725,-23.59,500,90
52,maize,15,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,16474,-25.11,500,90
52,maize,15,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 21:05,4919,-24.61,500,90
52,maize,15,35,22/07/11 21:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,4963,-21.2,500,90
52,maize,15,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 15:13,14388.2,-20.43,500,90
52,maize,15,20,11/10/11 15:13,17/10/11 11:30,17/10/11 11:30,02/11/11 15:36,29064.08,-24.01,500,90
52,maize,15,35,02/11/11 15:36,10/11/11 00:00,10/11/11 00:00,16/11/11 15:53,33163.09,-23.72,500,90
53,maize,15,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,351,-18.59,500,90
53,maize,15,5,19/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1169.5,-18.34,500,90
53,maize,15,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,9735.5,-24.53,500,90
53,maize,15,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,19196,-25.57,500,90
53,maize,15,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 21:05,5317,-24.56,500,90
53,maize,15,35,22/07/11 21:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,4919.5,-21.24,500,90
53,maize,15,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 14:43,17231.23,-19.22,500,90
53,maize,15,20,11/10/11 14:43,17/10/11 11:30,17/10/11 11:30,02/11/11 15:44,29296.3,-23.04,500,90
53,maize,15,35,02/11/11 15:44,10/11/11 00:00,10/11/11 00:00,16/11/11 16:09,32229.1,-23.73,500,90
54,maize,15,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1358,-20.52,500,90
54,maize,15,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,9080,-25.67,500,90
54,maize,15,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 19:00,23259.5,-26.85,500,90
54,maize,15,20,19/07/11 19:00,19/07/11 19:00,19/07/11 19:00,22/07/11 21:05,7099,-26.26,500,90
54,maize,15,35,22/07/11 21:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5851,-23.02,500,90
54,maize,15,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 15:02,16214.65,-20.82,500,90
54,maize,15,20,11/10/11 15:02,17/10/11 11:30,17/10/11 11:30,02/11/11 15:54,33052.58,-23.92,500,90
54,maize,15,35,02/11/11 15:54,10/11/11 00:00,10/11/11 00:00,16/11/11 16:48,35061.8,-24.44,500,90
55,maize,17,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,425,-19,500,90
55,maize,17,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1133.86,-20.09,500,90
55,maize,17,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1356,-20.36,500,90
55,maize,17,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,9062.5,-23.52,500,90
55,maize,17,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 18:00,19576,-24.47,500,90
55,maize,17,20,19/07/11 18:00,19/07/11 18:00,19/07/11 18:00,22/07/11 21:05,6366,-24.29,500,90
55,maize,17,35,22/07/11 21:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5306,-21.15,500,90
55,maize,17,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 14:18,15898.39,-20.29,500,90
55,maize,17,20,11/10/11 14:18,17/10/11 11:30,17/10/11 11:30,02/11/11 15:08,34507.72,-23.93,500,90
55,maize,17,35,02/11/11 15:08,10/11/11 00:00,10/11/11 00:00,16/11/11 15:03,30644.29,-23.09,500,90
56,maize,17,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,403.5,-18.69,500,90
56,maize,17,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1147.46,-19.34,500,90
56,maize,17,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1434.5,-19.37,500,90
56,maize,17,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,8646,-22.46,500,90
56,maize,17,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 18:00,18762.5,-24.42,500,90
56,maize,17,20,19/07/11 18:00,19/07/11 18:00,19/07/11 18:00,22/07/11 21:05,6643,-23.94,500,90
56,maize,17,35,22/07/11 21:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,4654.5,-20.25,500,90
56,maize,17,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 14:02,14264.52,-20.47,500,90
56,maize,17,20,11/10/11 14:02,17/10/11 11:30,17/10/11 11:30,02/11/11 15:16,19613.52,-21.35,500,90
56,maize,17,35,02/11/11 15:16,10/11/11 00:00,10/11/11 00:00,16/11/11 15:42,24278.12,-20.42,500,90
57,maize,17,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1131.57,-20.93,500,90
57,maize,17,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1497.5,-21.82,500,90
57,maize,17,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,10165,-25.68,500,90
57,maize,17,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 18:00,28299,-26.8,500,90
57,maize,17,20,19/07/11 18:00,19/07/11 18:00,19/07/11 18:00,22/07/11 21:05,8370,-26.52,500,90
57,maize,17,35,22/07/11 21:05,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,6113.5,-23.38,500,90
57,maize,17,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 13:41,20292.47,-21,500,90
57,maize,17,20,11/10/11 13:41,17/10/11 11:30,17/10/11 11:30,02/11/11 15:27,44718.62,-25.43,500,90
57,maize,17,35,02/11/11 15:27,10/11/11 00:00,10/11/11 00:00,16/11/11 15:25,38983.55,-24.32,500,90
58,maize,19,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,501,-20,500,90
58,maize,19,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,996.64,-18.95,500,90
58,maize,19,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1538,-20.47,500,90
58,maize,19,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,8658.5,-22.33,500,90
58,maize,19,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 18:00,22496.5,-24.49,500,90
58,maize,19,20,19/07/11 18:00,19/07/11 18:00,19/07/11 18:00,22/07/11 17:00,7067,-24.66,500,90
58,maize,19,35,22/07/11 17:00,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5863,-21.74,500,90
58,maize,19,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 13:30,14051.64,-22.1,500,90
58,maize,19,20,11/10/11 13:30,17/10/11 11:30,17/10/11 11:30,02/11/11 14:46,37374.56,-24.53,500,90
58,maize,19,35,02/11/11 14:46,10/11/11 00:00,10/11/11 00:00,16/11/11 14:55,34151.69,-23.46,500,90
59,maize,19,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,528.5,-20.59,500,90
59,maize,19,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1083.28,-20.32,500,90
59,maize,19,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,1792.5,-22.27,500,90
59,maize,19,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,10159,-23.22,500,90
59,maize,19,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 17:00,24393.5,-24.73,500,90
59,maize,19,20,19/07/11 17:00,19/07/11 17:00,19/07/11 17:00,22/07/11 17:00,7632.5,-25.41,500,90
59,maize,19,35,22/07/11 17:00,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5769,-20.82,500,90
59,maize,19,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 13:00,17720.53,-20.49,500,90
59,maize,19,20,11/10/11 13:00,17/10/11 11:30,17/10/11 11:30,02/11/11 14:56,34904.24,-23.54,500,90
59,maize,19,35,02/11/11 14:56,10/11/11 00:00,10/11/11 00:00,16/11/11 16:57,36591.07,-23.76,500,90
60,maize,19,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1440.85,-23.89,500,90
60,maize,19,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,2263.5,-24.12,500,90
60,maize,19,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,14603.5,-26.03,500,90
60,maize,19,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 17:00,34777,-26.92,500,90
60,maize,19,20,19/07/11 17:00,19/07/11 17:00,19/07/11 17:00,22/07/11 17:00,9208.5,-27.08,500,90
60,maize,19,35,22/07/11 17:00,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,7563.5,-23.94,500,90
60,maize,19,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 13:13,18100.75,-23.36,500,90
60,maize,19,20,11/10/11 13:13,17/10/11 11:30,17/10/11 11:30,02/11/11 14:37,41770.82,-25.2,500,90
60,maize,19,35,02/11/11 14:37,10/11/11 00:00,10/11/11 00:00,16/11/11 14:45,44521.38,-24.63,500,90
61,maize,21,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,492,-21.53,500,90
61,maize,21,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1033.6,-22.6,500,90
61,maize,21,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,2260,-24.7,500,90
61,maize,21,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,10766.5,-24.7,500,90
61,maize,21,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 17:00,25343.5,-24.86,500,90
61,maize,21,20,19/07/11 17:00,19/07/11 17:00,19/07/11 17:00,22/07/11 17:00,8187.5,-24.63,500,90
61,maize,21,35,22/07/11 17:00,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5761,-21.45,500,90
61,maize,21,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 11:56,18621.48,-22.16,500,90
61,maize,21,20,11/10/11 11:56,17/10/11 11:30,17/10/11 11:30,02/11/11 14:31,25393.57,-21.16,500,90
61,maize,21,35,02/11/11 14:31,10/11/11 00:00,10/11/11 00:00,16/11/11 14:31,27830.17,-19.93,500,90
62,maize,21,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,478,-21.34,500,90
62,maize,21,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,987.07,-22.23,500,90
62,maize,21,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,2159.5,-24.22,500,90
62,maize,21,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,10822,-24.66,500,90
62,maize,21,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 17:00,23855.5,-24.82,500,90
62,maize,21,20,19/07/11 17:00,19/07/11 17:00,19/07/11 17:00,22/07/11 17:00,7026,-24.12,500,90
62,maize,21,35,22/07/11 17:00,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5593,-21.36,500,90
62,maize,21,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,11/10/11 12:19,16151.4,-21.23,500,90
62,maize,21,20,11/10/11 12:19,17/10/11 11:30,17/10/11 11:30,02/11/11 14:18,30659.53,-23.38,500,90
62,maize,21,35,02/11/11 14:18,10/11/11 00:00,10/11/11 00:00,16/11/11 15:14,34132.6,-23.1,500,90
63,maize,21,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1502.63,-22.06,500,90
63,maize,21,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,2341,-24.04,500,90
63,maize,21,20,03/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,16721.5,-26.05,500,90
63,maize,21,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 17:00,39062.5,-26.36,500,90
63,maize,21,20,19/07/11 17:00,19/07/11 17:00,19/07/11 17:00,22/07/11 17:00,9781.5,-26.01,500,90
63,maize,21,35,22/07/11 17:00,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,7829,-23.53,500,90
63,maize,21,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,17/09/11 00:00,7439,-24.32,500,90
63,maize,21,5,17/09/11 00:00,11/10/11 00:00,11/10/11 00:00,11/10/11 00:00,,,500,90
63,maize,21,20,11/10/11 00:00,17/10/11 11:30,17/10/11 11:30,02/11/11 14:24,44608.2,-25.07,500,90
63,maize,21,35,02/11/11 14:24,10/11/11 00:00,10/11/11 00:00,16/11/11 14:20,47431.1,-24.57,500,90
64,maize,25,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,1193,-25.76,500,90
64,maize,25,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,2206.59,-25.2,500,90
64,maize,25,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,3500,-25.9,500,90
64,maize,25,5,03/06/11 00:00,03/06/11 00:00,03/06/11 00:00,23/06/11 00:00,956,-22.46,500,90
64,maize,25,20,23/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,8131.5,-22.81,500,90
64,maize,25,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 17:00,21754.5,-21.78,500,90
64,maize,25,20,19/07/11 17:00,19/07/11 17:00,19/07/11 17:00,21/07/11 18:15,4824.5,-22.03,500,90
64,maize,25,20,21/07/11 18:15,21/07/11 18:15,21/07/11 18:15,22/07/11 14:50,2238.5,-22.52,500,90
64,maize,25,35,22/07/11 14:50,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,4464.5,-20.67,500,90
64,maize,25,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,17/09/11 00:00,9102,-20.98,500,90
64,maize,25,5,17/09/11 00:00,11/10/11 00:00,11/10/11 00:00,11/10/11 00:00,,,500,90
64,maize,25,20,11/10/11 00:00,17/10/11 11:30,17/10/11 11:30,02/11/11 13:59,23884.67,-21.78,500,90
64,maize,25,35,02/11/11 13:59,10/11/11 00:00,10/11/11 00:00,16/11/11 13:42,33805.46,-20.66,500,90
65,maize,25,5,03/05/11 14:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,841,-24.1,500,90
65,maize,25,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1701.59,-24.6,500,90
65,maize,25,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,2644.5,-24.71,500,90
65,maize,25,5,03/06/11 00:00,03/06/11 00:00,03/06/11 00:00,14/06/11 00:00,3743,-26.06,500,90
65,maize,25,5,14/06/11 00:00,14/06/11 00:00,14/06/11 00:00,23/06/11 00:00,841.5,-23.18,500,90
65,maize,25,20,23/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,7121,-24.66,500,90
65,maize,25,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 17:00,17983,-25.19,500,90
65,maize,25,20,19/07/11 17:00,19/07/11 17:00,19/07/11 17:00,21/07/11 18:15,4596,-24.28,500,90
65,maize,25,20,21/07/11 18:15,21/07/11 18:15,21/07/11 18:15,22/07/11 14:50,1918.5,-24.01,500,90
65,maize,25,35,22/07/11 14:50,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,4614,-21.06,500,90
65,maize,25,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,17/09/11 00:00,8085.5,-22.41,500,90
65,maize,25,5,17/09/11 00:00,11/10/11 00:00,11/10/11 00:00,11/10/11 00:00,,,500,90
65,maize,25,20,11/10/11 00:00,17/10/11 11:30,17/10/11 11:30,02/11/11 13:59,26964.64,-23.47,500,90
65,maize,25,35,02/11/11 13:59,10/11/11 00:00,10/11/11 00:00,16/11/11 14:00,35127.97,-22.01,500,90
66,maize,25,5,16/05/11 00:00,16/05/11 00:00,16/05/11 00:00,19/05/11 00:00,2392.5,-21.06,500,90
66,maize,25,5,19/05/11 00:00,19/05/11 00:00,19/05/11 00:00,24/05/11 00:00,1631.54,-22.25,500,90
66,maize,25,5,24/05/11 00:00,24/05/11 00:00,24/05/11 00:00,03/06/11 00:00,2739,-24.17,500,90
66,maize,25,5,03/06/11 00:00,03/06/11 00:00,03/06/11 00:00,14/06/11 00:00,3770,-25.42,500,90
66,maize,25,20,14/06/11 00:00,04/07/11 00:00,04/07/11 00:00,07/07/11 00:00,8934.5,-25.49,500,90
66,maize,25,20,07/07/11 00:00,07/07/11 00:00,07/07/11 00:00,19/07/11 17:00,26503,-25.28,500,90
66,maize,25,20,19/07/11 17:00,19/07/11 17:00,19/07/11 17:00,21/07/11 18:15,5526,-24.18,500,90
66,maize,25,20,21/07/11 18:15,21/07/11 18:15,21/07/11 18:15,22/07/11 14:50,2412.5,-23.9,500,90
66,maize,25,35,22/07/11 14:50,27/07/11 18:00,27/07/11 18:00,29/07/11 14:00,5331,-21.38,500,90
66,maize,25,5,29/07/11 14:00,02/08/11 00:00,02/08/11 00:00,17/09/11 00:00,9057,-22.38,500,90
66,maize,25,20,17/09/11 00:00,17/10/11 11:30,17/10/11 11:30,02/11/11 14:06,28186.41,-22.51,500,90
66,maize,25,35,02/11/11 14:06,10/11/11 00:00,10/11/11 00:00,16/11/11 14:09,38661.51,-20.68,500,90
